wage	exper	race	smsa_ind	region	education	wage/100
626.780029	11	nonblack	0	NE	beyondCollege	6.26780029
1590.68994	23	nonblack	0	NE	beyondCollege	15.9068994
374.529999	40	nonblack	0	NE	belowCollege	3.74529999
807.219971	19	nonblack	0	NE	belowCollege	8.07219971
997.150024	8	nonblack	0	NE	belowCollege	9.97150024
925.929993	11	nonblack	0	NE	belowCollege	9.25929993
830.960022	10	nonblack	0	NE	belowCollege	8.30960022
439.220001	11	nonblack	1	NE	belowCollege	4.39220001
498.579987	7	nonblack	1	NE	belowCollege	4.98579987
493.829987	45	nonblack	0	NE	belowCollege	4.93829987
166.190002	16	nonblack	0	NE	beyondCollege	1.66190002
261.160004	6	nonblack	1	NE	belowCollege	2.61160004
207.820007	55	nonblack	0	NE	belowCollege	2.07820007
334.359985	38	nonblack	0	NE	belowCollege	3.34359985
322.059998	35	nonblack	1	NE	belowCollege	3.22059998
474.829987	14	nonblack	1	NE	belowCollege	4.74829987
377.48999	20	nonblack	1	NE	belowCollege	3.7748999
593.539978	48	nonblack	0	NE	belowCollege	5.93539978
484.140015	21	nonblack	1	NE	belowCollege	4.84140015
617.280029	35	nonblack	1	NE	belowCollege	6.17280029
878.440002	35	nonblack	1	NE	belowCollege	8.78440002
593.539978	7	nonblack	1	NE	belowCollege	5.93539978
617.280029	44	nonblack	0	NE	belowCollege	6.17280029
427.350006	10	nonblack	0	NE	belowCollege	4.27350006
422.079987	43	nonblack	0	NE	belowCollege	4.22079987
475.640015	44	nonblack	1	NE	belowCollege	4.75640015
185.190002	5	nonblack	0	NE	belowCollege	1.85190002
303.029999	33	nonblack	0	NE	beyondCollege	3.03029999
493.829987	16	nonblack	0	NE	belowCollege	4.93829987
593.539978	12	nonblack	0	NE	belowCollege	5.93539978
682.570007	20	nonblack	1	NE	beyondCollege	6.82570007
1115.85999	17	nonblack	1	NE	beyondCollege	11.1585999
354.940002	4	nonblack	1	NE	belowCollege	3.54940002
370.369995	8	nonblack	0	NE	belowCollege	3.70369995
569.799988	9	nonblack	0	NE	belowCollege	5.69799988
691.380005	16	nonblack	0	NE	belowCollege	6.91380005
498.579987	7	nonblack	0	NE	belowCollege	4.98579987
522.320007	34	nonblack	1	NE	belowCollege	5.22320007
420.230011	8	nonblack	1	NE	belowCollege	4.20230011
415.480011	5	nonblack	1	NE	belowCollege	4.15480011
305.269989	9	nonblack	1	NE	belowCollege	3.05269989
1471.89002	1	nonblack	1	NE	belowCollege	14.7189002
720.159973	21	nonblack	0	NE	belowCollege	7.20159973
439.220001	9	nonblack	0	NE	belowCollege	4.39220001
735.98999	10	nonblack	0	NE	belowCollege	7.3598999
805.150024	29	nonblack	0	NE	belowCollege	8.05150024
1608.88001	38	nonblack	0	NE	beyondCollege	16.0888001
830.960022	12	nonblack	0	NE	belowCollege	8.30960022
448.720001	4	nonblack	0	NE	belowCollege	4.48720001
712.25	22	nonblack	1	NE	belowCollege	7.1225
949.669983	38	nonblack	1	NE	belowCollege	9.49669983
439.220001	19	nonblack	1	NE	belowCollege	4.39220001
771.599976	17	nonblack	1	NE	belowCollege	7.71599976
478.399994	18	nonblack	1	NE	belowCollege	4.78399994
1185.18994	24	nonblack	1	NE	belowCollege	11.8518994
1068.38001	4	nonblack	1	NE	beyondCollege	10.6838001
434.220001	48	nonblack	1	NE	belowCollege	4.34220001
363.25	5	nonblack	1	NE	belowCollege	3.6325
498.579987	36	nonblack	1	NE	belowCollege	4.98579987
1305.79004	13	nonblack	1	NE	belowCollege	13.0579004
451.089996	10	nonblack	1	NE	belowCollege	4.51089996
555.559998	33	nonblack	1	NE	belowCollege	5.55559998
479.769989	38	nonblack	0	NE	belowCollege	4.79769989
854.700012	25	nonblack	0	NE	beyondCollege	8.54700012
356.130005	10	nonblack	0	NE	belowCollege	3.56130005
1208.84998	18	nonblack	1	NE	belowCollege	12.0884998
498.579987	7	nonblack	1	NE	belowCollege	4.98579987
1543.20996	28	nonblack	1	NE	belowCollege	15.4320996
944.919983	11	nonblack	1	NE	belowCollege	9.44919983
1187.07996	33	nonblack	1	NE	belowCollege	11.8707996
854.700012	24	nonblack	1	NE	belowCollege	8.54700012
493.829987	24	nonblack	1	NE	belowCollege	4.93829987
1507.59998	20	nonblack	1	NE	beyondCollege	15.0759998
233.990006	1	nonblack	1	NE	belowCollege	2.33990006
1115.85999	9	nonblack	1	NE	beyondCollege	11.1585999
423.630005	7	nonblack	1	NE	belowCollege	4.23630005
949.669983	8	nonblack	1	NE	beyondCollege	9.49669983
296.769989	28	nonblack	1	NE	belowCollege	2.96769989
1305.79004	19	nonblack	1	NE	belowCollege	13.0579004
642.210022	11	nonblack	1	NE	belowCollege	6.42210022
1371.73999	7	nonblack	1	NE	beyondCollege	13.7173999
830.960022	9	nonblack	1	NE	beyondCollege	8.30960022
498.579987	14	nonblack	1	NE	belowCollege	4.98579987
997.150024	20	nonblack	1	NE	belowCollege	9.97150024
213.679993	17	nonblack	1	NE	belowCollege	2.13679993
569.799988	8	nonblack	1	NE	beyondCollege	5.69799988
949.669983	9	nonblack	1	NE	beyondCollege	9.49669983
415.480011	27	nonblack	1	NE	belowCollege	4.15480011
664.77002	8	nonblack	1	NE	beyondCollege	6.6477002
316.869995	0	nonblack	1	NE	belowCollege	3.16869995
451.089996	7	nonblack	0	NE	belowCollege	4.51089996
356.130005	40	nonblack	0	NE	belowCollege	3.56130005
569.799988	31	nonblack	0	NE	belowCollege	5.69799988
308.640015	2	nonblack	0	NE	belowCollege	3.08640015
830.960022	22	nonblack	0	NE	belowCollege	8.30960022
902.179993	42	nonblack	0	NE	belowCollege	9.02179993
593.539978	12	nonblack	0	NE	belowCollege	5.93539978
222.220001	1	nonblack	0	NE	belowCollege	2.22220001
286.76001	3	nonblack	0	NE	belowCollege	2.8676001
434.329987	15	nonblack	0	NE	belowCollege	4.34329987
322.720001	23	nonblack	0	NE	belowCollege	3.22720001
332.380005	5	nonblack	0	NE	belowCollege	3.32380005
296.769989	4	nonblack	0	NE	belowCollege	2.96769989
218.419998	4	nonblack	0	NE	belowCollege	2.18419998
546.059998	37	nonblack	0	NE	belowCollege	5.46059998
546.059998	15	nonblack	1	NE	belowCollege	5.46059998
451.089996	12	nonblack	0	NE	belowCollege	4.51089996
807.219971	4	nonblack	1	NE	belowCollege	8.07219971
474.829987	9	nonblack	1	NE	beyondCollege	4.74829987
379.869995	40	nonblack	1	NE	belowCollege	3.79869995
617.280029	39	nonblack	1	NE	belowCollege	6.17280029
498.579987	41	nonblack	1	NE	belowCollege	4.98579987
712.25	44	nonblack	1	NE	belowCollege	7.1225
569.799988	40	nonblack	1	NE	belowCollege	5.69799988
522.320007	3	nonblack	1	NE	belowCollege	5.22320007
522.320007	8	nonblack	1	NE	belowCollege	5.22320007
522.320007	5	nonblack	1	NE	belowCollege	5.22320007
830.960022	49	nonblack	1	NE	belowCollege	8.30960022
1185.18994	11	nonblack	1	NE	belowCollege	11.8518994
641.030029	11	nonblack	1	NE	belowCollege	6.41030029
807.409973	5	nonblack	0	NE	beyondCollege	8.07409973
973.409973	23	nonblack	1	NE	beyondCollege	9.73409973
351.079987	2	nonblack	0	NE	belowCollege	3.51079987
356.130005	9	nonblack	1	NE	belowCollege	3.56130005
712.25	2	nonblack	1	NE	beyondCollege	7.1225
593.539978	10	nonblack	0	NE	belowCollege	5.93539978
472.440002	20	nonblack	0	NE	belowCollege	4.72440002
457.670013	25	nonblack	0	NE	belowCollege	4.57670013
878.440002	15	nonblack	0	NE	belowCollege	8.78440002
452.48999	14	nonblack	0	NE	belowCollege	4.5248999
310.279999	27	nonblack	0	NE	belowCollege	3.10279999
569.799988	7	nonblack	1	NE	belowCollege	5.69799988
92.5899963	25	nonblack	1	NE	belowCollege	0.925899963
830.960022	7	nonblack	1	NE	belowCollege	8.30960022
241.550003	13	nonblack	1	NE	beyondCollege	2.41550003
759.729981	17	nonblack	0	NE	belowCollege	7.59729981
1128.75	34	nonblack	0	NE	belowCollege	11.2875
180.039993	2	nonblack	0	NE	belowCollege	1.80039993
607.049988	41	nonblack	0	NE	belowCollege	6.07049988
735.98999	20	nonblack	0	NE	belowCollege	7.3598999
403.609985	27	nonblack	0	NE	belowCollege	4.03609985
688.51001	11	nonblack	0	NE	belowCollege	6.8851001
237.419998	15	nonblack	0	NE	beyondCollege	2.37419998
712.25	5	nonblack	0	NE	belowCollege	7.1225
385.799988	2	nonblack	0	NE	belowCollege	3.85799988
1210.82996	16	nonblack	1	NE	belowCollege	12.1082996
1495.72998	20	nonblack	1	NE	beyondCollege	14.9572998
94.9700012	14	nonblack	1	NE	belowCollege	0.949700012
467.709992	12	nonblack	0	NE	belowCollege	4.67709992
712.25	6	nonblack	1	NE	belowCollege	7.1225
937.099976	23	nonblack	1	NE	belowCollege	9.37099976
890.409973	32	nonblack	0	NE	belowCollege	8.90409973
536.890015	42	nonblack	0	NE	belowCollege	5.36890015
593.539978	32	nonblack	1	NE	belowCollege	5.93539978
370.369995	25	nonblack	1	NE	belowCollege	3.70369995
237.419998	4	nonblack	1	NE	belowCollege	2.37419998
280.149994	31	nonblack	1	NE	belowCollege	2.80149994
973.409973	44	nonblack	1	NE	belowCollege	9.73409973
1127.72998	15	nonblack	1	NE	beyondCollege	11.2772998
1163.33997	17	nonblack	1	NE	belowCollege	11.6333997
332.380005	3	nonblack	0	NE	belowCollege	3.32380005
556.77002	43	nonblack	0	NE	belowCollege	5.5677002
259.26001	11	nonblack	0	NE	belowCollege	2.5926001
274.350006	8	nonblack	1	NE	belowCollege	2.74350006
296.299988	41	nonblack	1	NE	belowCollege	2.96299988
641.030029	12	nonblack	0	NE	belowCollege	6.41030029
407.309998	45	nonblack	0	NE	belowCollege	4.07309998
222.220001	25	nonblack	0	NE	belowCollege	2.22220001
130.580002	38	nonblack	0	NE	belowCollege	1.30580002
284.899994	46	nonblack	0	NE	belowCollege	2.84899994
399.420013	23	nonblack	0	NE	belowCollege	3.99420013
315.73999	3	nonblack	0	NE	belowCollege	3.1573999
688.51001	12	nonblack	0	NE	belowCollege	6.8851001
419.75	41	nonblack	0	NE	beyondCollege	4.1975
427.350006	12	nonblack	0	NE	belowCollege	4.27350006
712.25	12	nonblack	0	NE	belowCollege	7.1225
686.729981	17	nonblack	0	NE	belowCollege	6.86729981
166.190002	8	nonblack	0	NE	belowCollege	1.66190002
451.089996	15	nonblack	1	NE	belowCollege	4.51089996
493.829987	16	nonblack	0	NE	belowCollege	4.93829987
401.230011	8	nonblack	0	NE	belowCollege	4.01230011
617.280029	12	nonblack	0	NE	belowCollege	6.17280029
293.209992	2	nonblack	0	NE	belowCollege	2.93209992
3600.82007	27	nonblack	1	NE	beyondCollege	36.0082007
471.790009	4	nonblack	1	NE	belowCollege	4.71790009
356.130005	1	nonblack	1	NE	belowCollege	3.56130005
474.829987	4	nonblack	1	NE	belowCollege	4.74829987
925.929993	33	nonblack	0	NE	belowCollege	9.25929993
522.320007	32	nonblack	0	NE	beyondCollege	5.22320007
517.190002	26	nonblack	1	NE	belowCollege	5.17190002
712.25	16	nonblack	1	NE	belowCollege	7.1225
776.640015	21	nonblack	1	NE	belowCollege	7.76640015
854.700012	13	nonblack	1	NE	belowCollege	8.54700012
584.049988	14	nonblack	1	NE	belowCollege	5.84049988
657.640015	34	nonblack	1	NE	belowCollege	6.57640015
174.850006	0	nonblack	1	NE	belowCollege	1.74850006
819.090027	3	nonblack	0	NE	beyondCollege	8.19090027
522.320007	15	nonblack	0	NE	belowCollege	5.22320007
811.320007	17	nonblack	1	NE	belowCollege	8.11320007
427.350006	2	nonblack	1	NE	beyondCollege	4.27350006
783.479981	14	nonblack	1	NE	beyondCollege	7.83479981
1044.63001	26	nonblack	1	NE	belowCollege	10.4463001
1139.59998	13	nonblack	1	NE	beyondCollege	11.3959998
206.550003	0	nonblack	1	NE	belowCollege	2.06550003
1115.85999	26	nonblack	1	NE	beyondCollege	11.1585999
524.690002	22	nonblack	1	NE	belowCollege	5.24690002
707.5	24	nonblack	0	NE	belowCollege	7.075
474.829987	14	nonblack	0	NE	belowCollege	4.74829987
352.730011	16	nonblack	1	NE	belowCollege	3.52730011
854.700012	4	nonblack	0	NE	belowCollege	8.54700012
498.579987	37	nonblack	0	NE	belowCollege	4.98579987
745.01001	21	nonblack	0	NE	beyondCollege	7.4501001
356.130005	13	nonblack	0	NE	belowCollege	3.56130005
314.690002	11	nonblack	0	NE	beyondCollege	3.14690002
385.299988	47	nonblack	0	NE	belowCollege	3.85299988
166.190002	17	nonblack	0	NE	belowCollege	1.66190002
222.220001	48	nonblack	1	NE	belowCollege	2.22220001
997.150024	31	nonblack	1	NE	belowCollege	9.97150024
474.829987	14	nonblack	1	NE	belowCollege	4.74829987
451.089996	17	nonblack	0	NE	belowCollege	4.51089996
712.25	9	nonblack	0	NE	belowCollege	7.1225
213.580002	48	nonblack	0	NE	belowCollege	2.13580002
394.109985	6	nonblack	0	NE	belowCollege	3.94109985
902.179993	17	nonblack	0	NE	belowCollege	9.02179993
461.48999	4	nonblack	1	NE	belowCollege	4.6148999
636.02002	40	nonblack	0	NE	belowCollege	6.3602002
666.669983	22	nonblack	1	NE	belowCollege	6.66669983
766.859985	15	nonblack	0	NE	beyondCollege	7.66859985
474.829987	10	nonblack	0	NE	belowCollege	4.74829987
427.350006	27	nonblack	0	NE	belowCollege	4.27350006
410.48999	38	nonblack	0	NE	belowCollege	4.1048999
493.829987	32	nonblack	0	NE	belowCollege	4.93829987
942.549988	27	nonblack	0	NE	beyondCollege	9.42549988
522.320007	10	nonblack	0	NE	belowCollege	5.22320007
338.899994	2	nonblack	0	NE	belowCollege	3.38899994
617.280029	17	nonblack	1	NE	belowCollege	6.17280029
925.929993	41	nonblack	1	NE	belowCollege	9.25929993
854.700012	40	nonblack	0	NE	belowCollege	8.54700012
754.98999	17	nonblack	0	NE	belowCollege	7.5498999
427.350006	19	nonblack	1	NE	beyondCollege	4.27350006
497.01001	12	nonblack	1	NE	beyondCollege	4.9701001
439.220001	17	nonblack	0	NE	belowCollege	4.39220001
1305.79004	28	nonblack	0	NE	belowCollege	13.0579004
593.539978	9	nonblack	1	NE	belowCollege	5.93539978
724.51001	19	nonblack	0	NE	beyondCollege	7.2451001
496.01001	33	nonblack	0	NE	belowCollege	4.9601001
90.2200012	43	nonblack	0	NE	belowCollege	0.902200012
973.409973	22	nonblack	0	NE	belowCollege	9.73409973
740.73999	15	nonblack	0	NE	beyondCollege	7.4073999
411.700012	19	nonblack	0	NE	belowCollege	4.11700012
498.579987	34	nonblack	0	NE	belowCollege	4.98579987
1020.28998	2	nonblack	0	NE	beyondCollege	10.2028998
712.25	14	nonblack	0	NE	beyondCollege	7.1225
522.320007	26	nonblack	0	NE	belowCollege	5.22320007
617.280029	16	nonblack	0	NE	beyondCollege	6.17280029
474.829987	15	nonblack	0	NE	belowCollege	4.74829987
498.579987	21	nonblack	0	NE	beyondCollege	4.98579987
498.579987	31	nonblack	0	NE	belowCollege	4.98579987
308.640015	6	nonblack	0	NE	belowCollege	3.08640015
474.829987	4	nonblack	0	NE	belowCollege	4.74829987
432.100006	10	nonblack	1	NE	beyondCollege	4.32100006
1152.80005	2	nonblack	1	NE	beyondCollege	11.5280005
1068.38001	5	nonblack	1	NE	belowCollege	10.6838001
395.470001	15	nonblack	0	NE	belowCollege	3.95470001
345.679993	8	nonblack	0	NE	belowCollege	3.45679993
1044.63001	32	nonblack	0	NE	beyondCollege	10.4463001
427.350006	15	nonblack	0	NE	belowCollege	4.27350006
648.719971	26	nonblack	0	NE	beyondCollege	6.48719971
444.440002	23	nonblack	0	NE	beyondCollege	4.44440002
569.799988	43	nonblack	0	NE	belowCollege	5.69799988
403.609985	31	nonblack	0	NE	belowCollege	4.03609985
356.130005	28	nonblack	0	NE	belowCollege	3.56130005
244.940002	5	nonblack	0	NE	belowCollege	2.44940002
237.419998	6	nonblack	0	NE	belowCollege	2.37419998
545.469971	27	nonblack	0	NE	belowCollege	5.45469971
284.899994	18	nonblack	0	NE	belowCollege	2.84899994
617.280029	15	nonblack	0	NE	belowCollege	6.17280029
914.059998	11	nonblack	0	NE	beyondCollege	9.14059998
356.130005	10	nonblack	0	NE	beyondCollege	3.56130005
712.25	11	nonblack	0	NE	belowCollege	7.1225
712.25	12	nonblack	0	NE	belowCollege	7.1225
664.77002	32	nonblack	0	NE	belowCollege	6.6477002
346.209992	27	nonblack	0	NE	belowCollege	3.46209992
356.130005	10	nonblack	0	NE	belowCollege	3.56130005
213.679993	29	nonblack	0	NE	belowCollege	2.13679993
403.609985	38	nonblack	1	NE	belowCollege	4.03609985
546.059998	23	nonblack	1	NE	belowCollege	5.46059998
462.959992	4	nonblack	1	NE	belowCollege	4.62959992
186.889999	20	nonblack	1	NE	belowCollege	1.86889999
284.899994	42	nonblack	1	NE	belowCollege	2.84899994
543.539978	11	nonblack	1	NE	belowCollege	5.43539978
617.280029	3	nonblack	0	NE	belowCollege	6.17280029
2541.76001	27	nonblack	0	NE	belowCollege	25.4176001
652.900024	22	nonblack	1	NE	belowCollege	6.52900024
593.539978	7	nonblack	1	NE	belowCollege	5.93539978
664.77002	12	nonblack	1	NE	belowCollege	6.6477002
641.030029	44	nonblack	0	NE	belowCollege	6.41030029
308.640015	4	nonblack	0	NE	belowCollege	3.08640015
515.330017	42	nonblack	0	NE	belowCollege	5.15330017
474.679993	6	nonblack	0	NE	belowCollege	4.74679993
252.300003	24	nonblack	0	NE	belowCollege	2.52300003
709.219971	28	nonblack	0	NE	beyondCollege	7.09219971
474.829987	28	nonblack	0	NE	beyondCollege	4.74829987
1187.07996	43	nonblack	0	NE	beyondCollege	11.8707996
339.269989	37	nonblack	0	NE	belowCollege	3.39269989
498.579987	8	nonblack	1	NE	belowCollege	4.98579987
200.830002	12	nonblack	1	NE	belowCollege	2.00830002
320.220001	14	nonblack	1	NE	belowCollege	3.20220001
278.420013	5	nonblack	1	NE	belowCollege	2.78420013
705.130005	4	nonblack	1	NE	beyondCollege	7.05130005
427.350006	19	nonblack	0	NE	belowCollege	4.27350006
436.25	24	nonblack	0	NE	belowCollege	4.3625
237.419998	21	nonblack	0	NE	beyondCollege	2.37419998
737.929993	30	nonblack	0	NE	belowCollege	7.37929993
949.669983	18	nonblack	0	NE	belowCollege	9.49669983
320.130005	4	nonblack	0	NE	belowCollege	3.20130005
339.51001	15	black	0	NE	belowCollege	3.3951001
534.190002	11	nonblack	0	NE	belowCollege	5.34190002
379.869995	9	nonblack	0	NE	belowCollege	3.79869995
439.220001	10	nonblack	0	NE	belowCollege	4.39220001
641.030029	15	nonblack	0	NE	beyondCollege	6.41030029
522.320007	24	nonblack	0	NE	belowCollege	5.22320007
332.380005	2	nonblack	0	NE	belowCollege	3.32380005
332.380005	44	nonblack	0	NE	belowCollege	3.32380005
142.449997	1	nonblack	0	NE	belowCollege	1.42449997
759.729981	38	nonblack	1	NE	belowCollege	7.59729981
427.350006	16	nonblack	0	NE	belowCollege	4.27350006
330.01001	14	nonblack	0	NE	belowCollege	3.3001001
925.929993	29	nonblack	1	NE	beyondCollege	9.25929993
320.51001	2	nonblack	1	NE	belowCollege	3.2051001
1139.59998	28	nonblack	1	NE	belowCollege	11.3959998
222.220001	0	nonblack	0	NE	belowCollege	2.22220001
617.280029	15	nonblack	0	NE	belowCollege	6.17280029
423.170013	19	nonblack	0	NE	belowCollege	4.23170013
830.960022	27	nonblack	0	NE	belowCollege	8.30960022
415.480011	12	nonblack	0	NE	belowCollege	4.15480011
854.700012	8	nonblack	0	NE	belowCollege	8.54700012
405.029999	13	nonblack	0	NE	belowCollege	4.05029999
641.030029	10	nonblack	0	NE	belowCollege	6.41030029
604.48999	35	nonblack	0	NE	belowCollege	6.0448999
593.539978	41	nonblack	0	NE	belowCollege	5.93539978
59.3499985	13	nonblack	1	NE	beyondCollege	0.593499985
759.729981	8	nonblack	1	NE	beyondCollege	7.59729981
653.890015	15	nonblack	0	NE	beyondCollege	6.53890015
735.98999	19	nonblack	1	NE	beyondCollege	7.3598999
2374.1499	15	nonblack	1	NE	beyondCollege	23.741499
902.179993	8	nonblack	0	NE	belowCollege	9.02179993
460.75	4	nonblack	0	NE	beyondCollege	4.6075
474.829987	9	nonblack	0	NE	beyondCollege	4.74829987
427.350006	3	nonblack	0	NE	beyondCollege	4.27350006
432.100006	6	nonblack	0	NE	belowCollege	4.32100006
